sequence_id,xgb1_probability,xgb2_probability,xgb1_prediction,xgb2_prediction,final_prediction,final_confidence
ECK120010183 CADCP REVERSE 4361963 SIGMA70 STRONG,0.98598284,0.9872574,1,1,1,0.9872574
ECK120010686 CAIFP FORWARD 34218 SIGMA70 STRONG,0.9995962,0.98268926,1,1,1,0.9995962
ECK120010472 CAITP REVERSE 42037 SIGMA70 STRONG,0.76711136,0.98092127,1,1,1,0.98092127
ECK120010176 CARAP1 FORWARD 29551 SIGMA70 STRONG,0.9584885,0.62531906,1,1,1,0.9584885
ECK120010111 CARAP2 FORWARD 29619 SIGMA70 STRONG,0.7133185,0.9440619,1,1,1,0.9440619
ECK125109146 CASP REVERSE 2884319 SIGMA70 STRONG,0.87649304,0.91486526,1,1,1,0.91486526
ECK125160650 CBPAP6 REVERSE 1064037 SIGMA70 STRONG,0.9982084,0.98708344,1,1,1,0.9982084
ECK120010619 CDDPFORWARD 2231819 SIGMA70 STRONG,0.9476017,0.7201444,1,1,1,0.9476017
ECK125136393 CDSAP3 FORWARD 195555 SIGMA70 STRONG,0.28110984,0.53535026,0,1,1,0.53535026
ECK120009948 CHIAP REVERSE 3469896 SIGMA70 STRONG,0.9961825,0.8876873,1,1,1,0.9961825
ECK120032976 CHIXP FORWARD 507204 SIGMA70 STRONG,0.97982657,0.35439453,1,0,1,0.97982657
ECK120010113 CIRAP1 REVERSE 2246929 SIGMA70 STRONG,0.23183043,0.602585,0,1,1,0.602585
ECK120010112 CIRAP2 REVERSE 2246942 SIGMA70 STRONG,0.98739326,0.9826333,1,1,1,0.98739326
ECK120010537 CLPAP1 FORWARD 923080 SIGMA70 STRONG,0.70084476,0.3344174,1,0,1,0.70084476
ECK120010295 CLPPP1 FORWARD 456577 SIGMA70 STRONG,0.99989665,0.9967585,1,1,1,0.99989665
ECK120010702 CMKP FORWARD 961165 SIGMA70 STRONG,0.85431117,0.51242423,1,1,1,0.85431117
ECK120010248 CODBP FORWARD 354884 SIGMA70 STRONG,0.9921157,0.98474413,1,1,1,0.9921157
ECK120010641 COPAP REVERSE 511411 SIGMA70 STRONG,0.9796342,0.9948637,1,1,1,0.9948637
ECK120010185 CPDBP REVERSE 4436629 SIGMA70 STRONG,0.5166654,0.86583155,1,1,1,0.86583155
ECK120010879 CPXPP FORWARD 4105785 SIGMA70 STRONG,0.98778397,0.99790704,1,1,1,0.99790704
ECK120010184 CRPP1 FORWARD 3485953 SIGMA70 STRONG,0.9967115,0.5120074,1,1,1,0.9967115
ECK120010676 CSIEP FORWARD 2665401 SIGMA70 STRONG,0.54115087,0.42160147,1,0,1,0.54115087
ECK120010399 CSPAP1 FORWARD 3719889 SIGMA70 STRONG,0.9655484,0.8234862,1,1,1,0.9655484
ECK120010400 CSPAP2 FORWARD 3719940 SIGMA70 STRONG,0.41325325,0.5452668,0,1,1,0.5452668
ECK120010540 CSPDP REVERSE 922676 SIGMA70 STRONG,0.9982608,0.9936877,1,1,1,0.9982608
ECK120034385 CSPEP2 FORWARD 657250 SIGMA70 STRONG,0.92902243,0.7886383,1,1,1,0.92902243
ECK125138139 CSRAP1 REVERSE 2819373 SIGMA70 STRONG,0.968114,0.96199346,1,1,1,0.968114
ECK125138142 CSRAP5 REVERSE 2819189 SIGMA70 STRONG,0.95697016,0.92785436,1,1,1,0.95697016
ECK120010043 CSRBP REVERSE 2924524 SIGMA70 STRONG,0.8176954,0.93856406,1,1,1,0.93856406
ECK120009908 CUSCP FORWARD 595573 SIGMA70 STRONG,0.15489316,0.9407646,0,1,1,0.9407646
ECK120009909 CUSRP REVERSE 595462 SIGMA70 STRONG,0.97692037,0.9961628,1,1,1,0.9961628
ECK120010701 CUTAP REVERSE 4365392 SIGMA70 STRONG,0.9240934,0.71333903,1,1,1,0.9240934
ECK120010571 CVPAP1 REVERSE 2430800 SIGMA70 STRONG,0.9995142,0.969978,1,1,1,0.9995142
ECK120010114 CYAAP FORWARD 3990999 SIGMA70 STRONG,0.9973671,0.9885794,1,1,1,0.9973671
ECK120030659 CYAAP2 FORWARD 3990774 SIGMA70 STRONG,0.998125,0.97475386,1,1,1,0.998125
ECK125137921 CYAYP5 REVERSE 3994083 SIGMA70 STRONG,0.999532,0.9863499,1,1,1,0.999532
ECK120010168 CYDAP1 FORWARD 771170 SIGMA70 STRONG,0.9921003,0.98939425,1,1,1,0.9921003
ECK120010700 CYDAP2 FORWARD 771284 SIGMA70 STRONG,0.8642072,0.88485307,1,1,1,0.88485307
ECK120009951 CYDAP3 FORWARD 771202 SIGMA70 STRONG,0.81370884,0.08638927,1,0,1,0.81370884
ECK120009953 CYDAP5 FORWARD 771368 SIGMA70 STRONG,0.9779725,0.85252064,1,1,1,0.9779725
ECK120010204 CYNRP REVERSE 358709 SIGMA70 STRONG,0.4024388,0.8161048,0,1,1,0.8161048
ECK120010203 CYNTP FORWARD 358773 SIGMA70 STRONG,0.99562067,0.9825477,1,1,1,0.99562067
ECK120010169 CYOAP REVERSE 451653 SIGMA70 STRONG,0.99839896,0.9234318,1,1,1,0.99839896
ECK120010206 CYSDP REVERSE 2876368 SIGMA70 STRONG,0.6668393,0.6446981,1,1,1,0.6668393
ECK120010151 CYSKP1 FORWARD 2532377 SIGMA70 STRONG,0.9901957,0.9509715,1,1,1,0.9901957
ECK120010205 CYSPP REVERSE 2543557 SIGMA70 STRONG,0.6882445,0.8485499,1,1,1,0.8485499
ECK120010430 CYTRP REVERSE 4124509 SIGMA70 STRONG,0.32711828,0.93045825,0,1,1,0.93045825
ECK125136575 DACAP3 REVERSE 664001 SIGMA70 STRONG,0.73997027,0.050861493,1,0,1,0.73997027
ECK120010721 DADAP1 FORWARD 1237509 SIGMA70 STRONG,0.8562691,0.9595655,1,1,1,0.9595655
ECK120010484 DADAP2 FORWARD 1237525 SIGMA70 STRONG,0.9748513,0.994835,1,1,1,0.994835
ECK120010722 DADAP3 FORWARD 1237538 SIGMA70 STRONG,0.87919796,0.79455304,1,1,1,0.87919796
ECK120010644 DAMXP REVERSE 3517600 SIGMA70 STRONG,0.94342905,0.90738535,1,1,1,0.94342905
ECK120010645 DAMP1 REVERSE 3516252 SIGMA70 STRONG,0.8863502,0.9377682,1,1,1,0.9377682
ECK120010646 DAMP2 REVERSE 3515982 SIGMA70 STRONG,0.89900756,0.90208226,1,1,1,0.90208226
ECK120010360 DAPAP REVERSE 2599784 SIGMA70 STRONG,0.9988651,0.98627496,1,1,1,0.9988651
ECK120010274 DAPBP1 FORWARD 28343 SIGMA70 STRONG,0.9634211,0.9830503,1,1,1,0.9830503
ECK120030657 DAPBP2 FORWARD 28288 SIGMA70 STRONG,0.86306727,0.939839,1,1,1,0.939839
ECK120010284 DAPDP REVERSE 185977 SIGMA70 STRONG,0.8194708,0.6566898,1,1,1,0.8194708
ECK120030660 DAPEP FORWARD 2591560 SIGMA70 STRONG,0.62001234,0.42731705,1,0,1,0.62001234
ECK120009885 DCTAP REVERSE 3683498 SIGMA70 STRONG,0.97525656,0.9819566,1,1,1,0.9819566
ECK120010567 DCUBP REVERSE 4348764 SIGMA70 STRONG,0.7236212,0.731379,1,1,1,0.731379
ECK120033033 DCURP REVERSE 4350565 SIGMA70 STRONG,0.59007984,0.8658475,1,1,1,0.8658475
ECK120016339 DCUSP REVERSE 4351685 SIGMA70 STRONG,0.9371173,0.7437818,1,1,1,0.9371173
ECK120029527 DEFP FORWARD 3433650 SIGMA70 STRONG,0.9684909,0.6598474,1,1,1,0.9684909
ECK125165391 DEGQP FORWARD 3380698 SIGMA70 STRONG,0.99043113,0.9812981,1,1,1,0.99043113
ECK125165392 DEGSP FORWARD 3382173 SIGMA70 STRONG,0.99921954,0.982598,1,1,1,0.99921954
ECK120010451 DEOBP FORWARD 4619567 SIGMA70 STRONG,0.9983536,0.97341806,1,1,1,0.9983536
ECK120010115 DEOCP1 FORWARD 4616679 SIGMA70 STRONG,0.9999002,0.9900227,1,1,1,0.9999002
ECK120010116 DEOCP2 FORWARD 4617278 SIGMA70 STRONG,0.99896264,0.98804736,1,1,1,0.99896264
ECK120029865 DGCZP REVERSE 1623879 SIGMA70 STRONG,0.95934296,0.6838224,1,1,1,0.95934296
ECK125158031 DICCP REVERSE 1647876 SIGMA70 STRONG,0.93784636,0.7930527,1,1,1,0.93784636
ECK120035104 DINIP REVERSE 1121509 SIGMA70 STRONG,0.99927086,0.99161774,1,1,1,0.99927086
ECK120015518 DINQP REVERSE 3647982 SIGMA70 STRONG,0.99364626,0.9962244,1,1,1,0.9962244
ECK120034549 DKSAP2 REVERSE 160657 SIGMA70 STRONG,0.9163603,0.92082316,1,1,1,0.92082316
ECK125145775 DKSAP3 REVERSE 160751 SIGMA70 STRONG,0.99324036,0.9965618,1,1,1,0.9965618
ECK125137251 DLDP6 FORWARD 2222152 SIGMA70 STRONG,0.8635758,0.24173556,1,0,1,0.8635758
ECK120010117 DMSAP1 FORWARD 940823 SIGMA70 STRONG,0.9283763,0.9676109,1,1,1,0.9676109
ECK120010406 DNANP4 REVERSE 3882348 SIGMA70 STRONG,0.20108438,0.9462346,0,1,1,0.9462346
ECK120010490 DPPAP REVERSE 3707870 SIGMA70 STRONG,0.44403064,0.58115876,0,1,1,0.58115876
ECK120010234 DPSP REVERSE 848950 SIGMA70 STRONG,0.99325585,0.99503976,1,1,1,0.99503976
ECK120009857 DSBAP FORWARD 4043377 SIGMA70 STRONG,0.21178757,0.7407306,0,1,1,0.7407306
ECK120010208 DSDAP FORWARD 2479121 SIGMA70 STRONG,0.86145186,0.8073753,1,1,1,0.86145186
ECK125108717 DSRAP REVERSE 2025313 SIGMA70 STRONG,0.5020529,0.81429136,1,1,1,0.81429136
ECK120029863 EFEU_1P FORWARD 1081307 SIGMA70 STRONG,0.92864436,0.17958257,1,0,1,0.92864436
ECK120010224 ENTCP FORWARD 624831 SIGMA70 STRONG,0.9731108,0.9866377,1,1,1,0.9866377
ECK120009985 ENTSP1 FORWARD 622258 SIGMA70 STRONG,0.99670744,0.99009436,1,1,1,0.99670744
ECK120010534 EPDP REVERSE 3073823 SIGMA70 STRONG,0.9945142,0.9954703,1,1,1,0.9954703
ECK125145769 ESREP FORWARD 4019978 SIGMA70 STRONG,0.03314019,0.7884702,0,1,1,0.7884702
ECK125230249 EXURP2 FORWARD 3246618 SIGMA70 STRONG,0.4709493,0.5250355,0,1,1,0.5250355
ECK120010355 FABBP REVERSE 2441641 SIGMA70 STRONG,0.9934963,0.98760134,1,1,1,0.9934963
ECK120011027 FADBP REVERSE 4031013 SIGMA70 STRONG,0.7785954,0.60606486,1,1,1,0.7785954
ECK120009999 FADDP REVERSE 1889807 SIGMA70 STRONG,0.9922627,0.9954537,1,1,1,0.9954537
ECK120049205 FADRP FORWARD 1234905 SIGMA70 STRONG,0.9995666,0.99033993,1,1,1,0.9995666
ECK125137965 FDHEP1 REVERSE 4081361 SIGMA70 STRONG,0.99716586,0.97563475,1,1,1,0.99716586
ECK120010215 FDNGP FORWARD 1547372 SIGMA70 STRONG,0.59361553,0.89679396,1,1,1,0.89679396
ECK125162182 FEABP1 FORWARD 1447492 SIGMA70 STRONG,0.9974688,0.9857276,1,1,1,0.9974688
ECK125162183 FEABP2 FORWARD 1447370 SIGMA70 STRONG,0.6990226,0.8024819,1,1,1,0.8024819
ECK125162179 FEARP1 REVERSE 1447349 SIGMA70 STRONG,0.998522,0.97904,1,1,1,0.998522
ECK120010221 FEPAP REVERSE 612667 SIGMA70 STRONG,0.99807775,0.9818897,1,1,1,0.99807775
ECK120010222 FEPBP REVERSE 624727 SIGMA70 STRONG,0.8838627,0.6239141,1,1,1,0.8838627
ECK120010223 FEPDP1 REVERSE 622234 SIGMA70 STRONG,0.99944764,0.9915018,1,1,1,0.99944764
ECK120009987 FEPDP2 REVERSE 622192 SIGMA70 STRONG,0.9606065,0.98711526,1,1,1,0.98711526
ECK120010299 FESP FORWARD 612687 SIGMA70 STRONG,0.9783053,0.8757279,1,1,1,0.9783053
ECK120015395 FHUFP REVERSE 4605694 SIGMA70 STRONG,0.34543598,0.6466105,0,1,1,0.6466105
ECK125137973 FIEFP4 FORWARD 4106449 SIGMA70 STRONG,0.98947024,0.98475456,1,1,1,0.98947024
ECK120010667 FIMAP FORWARD 4542694 SIGMA70 STRONG,0.27454486,0.53253716,0,1,1,0.53253716
ECK120010503 FIMBP1 FORWARD 4540809 SIGMA70 STRONG,0.09285732,0.9927106,0,1,1,0.9927106
ECK120010668 FIMEP FORWARD 4541871 SIGMA70 STRONG,0.44885057,0.93836504,0,1,1,0.93836504
ECK120010687 FIXAP FORWARD 42325 SIGMA70 STRONG,0.83856136,0.79102397,1,1,1,0.83856136
ECK120010198 FLHDP REVERSE 1978395 SIGMA70 STRONG,0.98529446,0.9580599,1,1,1,0.98529446
ECK120009941 FLUP FORWARD 2071317 SIGMA70 STRONG,0.97913694,0.980734,1,1,1,0.980734
ECK125108718 FNRSP FORWARD 1409129 SIGMA70 STRONG,0.7368191,0.5287103,1,1,1,0.7368191
ECK120010119 FNRP REVERSE 1399552 SIGMA70 STRONG,0.9996917,0.9936639,1,1,1,0.9996917
ECK120010308 FOCAP1 REVERSE 954493 SIGMA70 STRONG,0.9261652,0.9484145,1,1,1,0.9484145
ECK120010309 FOCAP3 REVERSE 954814 SIGMA70 STRONG,0.99628806,0.9881671,1,1,1,0.99628806
ECK120010276 FOLAP FORWARD 49799 SIGMA70 STRONG,0.9909366,0.98856574,1,1,1,0.9909366
ECK120033722 FRCP REVERSE 2493439 SIGMA70 STRONG,0.97013634,0.8837671,1,1,1,0.97013634
ECK120010120 FRDAP REVERSE 4382412 SIGMA70 STRONG,0.6018169,0.8262536,1,1,1,0.8262536
ECK125160646 FRRP FORWARD 192814 SIGMA70 STRONG,0.99631965,0.9986889,1,1,1,0.9986889
ECK120034548 FRSAP FORWARD 256502 SIGMA70 STRONG,0.99869615,0.96361715,1,1,1,0.99869615
ECK125095453 FTNAP FORWARD 1988682 SIGMA70 STRONG,0.99670863,0.9827223,1,1,1,0.99670863
ECK120029866 FTNBP2 FORWARD 1986799 SIGMA70 STRONG,0.6321078,0.38948646,1,0,1,0.6321078
ECK125137688 FTSHP4 REVERSE 3326978 SIGMA70 STRONG,0.9849488,0.8748922,1,1,1,0.9849488
ECK120033247 FTSKP1 FORWARD 933138 SIGMA70 STRONG,0.08647383,0.6037635,0,1,1,0.6037635
ECK120033248 FTSKP2 FORWARD 932929 SIGMA70 STRONG,0.97765267,0.76896966,1,1,1,0.97765267
ECK120010186 FURPA REVERSE 710716 SIGMA70 STRONG,0.9991059,0.8897663,1,1,1,0.9991059
ECK120009914 GABDP1 FORWARD 2791172 SIGMA70 STRONG,0.9201459,0.9847408,1,1,1,0.9847408
ECK120049202 GADEP3 FORWARD 3657800 SIGMA70 STRONG,0.95865786,0.959202,1,1,1,0.959202
ECK125095186 GADEP4 FORWARD 3658062 SIGMA70 STRONG,0.22055037,0.8279683,0,1,1,0.8279683
ECK120015157 GALPP FORWARD 3088255 SIGMA70 STRONG,0.951165,0.7790909,1,1,1,0.951165
ECK120009842 GALRP FORWARD 2976569 SIGMA70 STRONG,0.4880178,0.6426843,0,1,1,0.6426843
ECK120010521 GAPAP1 FORWARD 1862735 SIGMA70 STRONG,0.9975158,0.9939505,1,1,1,0.9975158
ECK120010522 GAPAP3 FORWARD 1862597 SIGMA70 STRONG,0.9963008,0.9611142,1,1,1,0.9963008
ECK120010523 GAPAP4 FORWARD 1862526 SIGMA70 STRONG,0.9805469,0.9542827,1,1,1,0.9805469
ECK120010227 GATYP REVERSE 2177234 SIGMA70 STRONG,0.90351695,0.6953385,1,1,1,0.90351695
ECK120009918 GCDP1 REVERSE 141263 SIGMA70 STRONG,0.9834818,0.6962115,1,1,1,0.9834818
ECK120010229 GCVAP REVERSE 2942639 SIGMA70 STRONG,0.99573,0.5692257,1,1,1,0.99573
ECK120010091 GCVBP FORWARD 2942696 SIGMA70 STRONG,0.9777679,0.9607509,1,1,1,0.9777679
ECK120010228 GCVTP REVERSE 3050772 SIGMA70 STRONG,0.72333235,0.3220745,1,0,1,0.72333235
ECK120010334 GDHAP1 FORWARD 1842308 SIGMA70 STRONG,0.5748769,0.5429569,1,1,1,0.5748769
ECK125203423 GFCAP REVERSE 1050702 SIGMA70 STRONG,0.9884505,0.96950364,1,1,1,0.9884505
ECK120010636 GLCCP FORWARD 3128206 SIGMA70 STRONG,0.88043135,0.94308233,1,1,1,0.94308233
ECK120010635 GLCDP REVERSE 3128076 SIGMA70 STRONG,0.8474137,0.7383241,1,1,1,0.8474137
ECK125134704 GLGAP REVERSE 3568392 SIGMA70 STRONG,0.99097204,0.9964432,1,1,1,0.9964432
ECK125134703 GLGBP REVERSE 3573657 SIGMA70 STRONG,0.95257866,0.8749179,1,1,1,0.95257866
ECK120010187 GLGCP1 REVERSE 3569389 SIGMA70 STRONG,0.34340253,0.8790325,0,1,1,0.8790325
ECK120015382 GLKP REVERSE 2509461 SIGMA70 STRONG,0.9843114,0.9443386,1,1,1,0.9843114
ECK120034272 GLKP1 REVERSE 2509447 SIGMA70 STRONG,0.7127732,0.5576708,1,1,1,0.7127732
ECK120030810 GLMZP FORWARD 3986432 SIGMA70 STRONG,0.9978157,0.92259073,1,1,1,0.9978157
ECK120010569 GLNBP1 REVERSE 2687441 SIGMA70 STRONG,0.98452085,0.9894357,1,1,1,0.9894357
ECK120010159 GLNBP2 REVERSE 2687503 SIGMA70 STRONG,0.91773087,0.85547954,1,1,1,0.91773087
ECK120010126 GLPDP FORWARD 3561971 SIGMA70 STRONG,0.9987658,0.68219316,1,1,1,0.9987658
ECK120010231 GLPFP REVERSE 4118161 SIGMA70 STRONG,0.9869402,0.9950336,1,1,1,0.9950336
ECK120010020 GLRKP REVERSE 2691123 SIGMA70 STRONG,0.98787814,0.97059333,1,1,1,0.98787814
ECK120010240 GLTBP FORWARD 3354509 SIGMA70 STRONG,0.2592406,0.71285415,0,1,1,0.71285415
ECK120010680 GLTXP3 REVERSE 2520730 SIGMA70 STRONG,0.98720306,0.7628515,1,1,1,0.98720306
ECK120016952 GLYQP REVERSE 3725354 SIGMA70 STRONG,0.99848783,0.99386734,1,1,1,0.99848783
ECK120048894 GMKP FORWARD 3821388 SIGMA70 STRONG,0.999186,0.9223357,1,1,1,0.999186
ECK120010350 GNDP REVERSE 2101324 SIGMA70 STRONG,0.9995881,0.9869431,1,1,1,0.9995881
ECK120010270 GNTKP REVERSE 3577645 SIGMA70 STRONG,0.08959497,0.5026277,0,1,1,0.5026277
ECK120010055 GNTPP REVERSE 4551334 SIGMA70 STRONG,0.9990301,0.9688844,1,1,1,0.9990301
ECK120010030 GNTRP2 REVERSE 3578818 SIGMA70 STRONG,0.990524,0.9670287,1,1,1,0.990524
ECK120010271 GNTTP1 FORWARD 3546405 SIGMA70 STRONG,0.96261907,0.96209055,1,1,1,0.96261907
ECK120009959 GPMAP REVERSE 787632 SIGMA70 STRONG,0.6511589,0.32179978,1,0,1,0.6511589
ECK125109855 GPMAP2 REVERSE 787670 SIGMA70 STRONG,0.99031293,0.9112418,1,1,1,0.99031293
ECK120030212 GSPAP1 REVERSE 3455519 SIGMA70 STRONG,0.9972705,0.94450575,1,1,1,0.9972705
ECK120010255 GUABP REVERSE 2634107 SIGMA70 STRONG,0.9905634,0.83527505,1,1,1,0.9905634
ECK120011036 GYRAP REVERSE 2339457 SIGMA70 STRONG,0.99766064,0.97884744,1,1,1,0.99766064
ECK120010403 GYRBP REVERSE 3880150 SIGMA70 STRONG,0.946211,0.6703443,1,1,1,0.946211
ECK120010051 HDEDP FORWARD 3656960 SIGMA70 STRONG,0.99869126,0.9969189,1,1,1,0.99869126
ECK120010322 HEMAP1 FORWARD 1263676 SIGMA70 STRONG,0.9691683,0.9893923,1,1,1,0.9893923
ECK120029524 HEMHP FORWARD 498031 SIGMA70 STRONG,0.9944794,0.97498566,1,1,1,0.9944794
ECK120010684 HEMNP FORWARD 4051943 SIGMA70 STRONG,0.99756753,0.96919,1,1,1,0.99756753
ECK120009982 HEPAP REVERSE 63358 SIGMA70 STRONG,0.90379834,0.041631863,1,0,1,0.90379834
ECK120010459 HFLDP REVERSE 1192686 SIGMA70 STRONG,0.95379,0.6401255,1,1,1,0.95379
ECK120033702 HFQP2 FORWARD 4399801 SIGMA70 STRONG,0.86310035,0.98859346,1,1,1,0.98859346
ECK120033732 HFQP3 FORWARD 4400220 SIGMA70 STRONG,0.9999478,0.9992623,1,1,1,0.9999478
ECK120051381 HICAP FORWARD 1509221 SIGMA70 STRONG,0.8072324,0.91207606,1,1,1,0.91207606
ECK125140836 HIGBP REVERSE 3234480 SIGMA70 STRONG,0.9998197,0.99078685,1,1,1,0.9998197
ECK120016954 HIPBP REVERSE 1592482 SIGMA70 STRONG,0.57251394,0.9721973,1,1,1,0.9721973
ECK120010349 HISBP FORWARD 2093360 SIGMA70 STRONG,0.14338009,0.53646564,0,1,1,0.53646564
ECK120030804 HISJP REVERSE 2426837 SIGMA70 STRONG,0.9800899,0.77399516,1,1,1,0.9800899
ECK120010361 HISSP REVERSE 2640642 SIGMA70 STRONG,0.98993427,0.9623879,1,1,1,0.98993427
ECK120010201 HNSP REVERSE 1292958 SIGMA70 STRONG,0.9948155,0.92632014,1,1,1,0.9948155
ECK120009917 HPTP FORWARD 141360 SIGMA70 STRONG,0.9834907,0.9883228,1,1,1,0.9883228
ECK120010728 HUPBP2 FORWARD 461395 SIGMA70 STRONG,0.9844875,0.80861753,1,1,1,0.9844875
ECK120010729 HUPBP3 FORWARD 461332 SIGMA70 STRONG,0.9995235,0.98010755,1,1,1,0.9995235
ECK120010541 HYAAP FORWARD 1031984 SIGMA70 STRONG,0.86252975,0.9965205,1,1,1,0.9965205
ECK120010657 HYBOP1 REVERSE 3146363 SIGMA70 STRONG,0.99982697,0.9469613,1,1,1,0.99982697
ECK125137466 HYCIP4 REVERSE 2843102 SIGMA70 STRONG,0.9992887,0.99534756,1,1,1,0.9992887
ECK120010174 ICDAP1 FORWARD 1195008 SIGMA70 STRONG,0.99787474,0.98291403,1,1,1,0.99787474
ECK120010519 ICDAP2 FORWARD 1194961 SIGMA70 STRONG,0.3287908,0.7711019,0,1,1,0.7711019
ECK120010038 IDNKP FORWARD 4494597 SIGMA70 STRONG,0.99957174,0.9958087,1,1,1,0.99957174
ECK120030653 ILESP1 FORWARD 21833 SIGMA70 STRONG,0.4078065,0.941691,0,1,1,0.941691
ECK120010160 ILVCP FORWARD 3957912 SIGMA70 STRONG,0.38665104,0.9145486,0,1,1,0.9145486
ECK120010277 ILVIP4 FORWARD 85420 SIGMA70 STRONG,0.97205126,0.9505888,1,1,1,0.97205126
ECK120010418 ILVLP1 FORWARD 3950218 SIGMA70 STRONG,0.9993888,0.99693537,1,1,1,0.9993888
ECK120010419 ILVLP2 FORWARD 3950290 SIGMA70 STRONG,0.99876046,0.9767701,1,1,1,0.99876046
ECK120010011 IMPP1 REVERSE 57156 SIGMA70 STRONG,0.9676335,0.97381717,1,1,1,0.97381717
ECK120010012 IMPP2 REVERSE 57241 SIGMA70 STRONG,0.9942888,0.9987596,1,1,1,0.9987596
ECK120016571 INFAP1 REVERSE 926685 SIGMA70 STRONG,0.99764496,0.97439486,1,1,1,0.99764496
ECK120016570 INFAP2 REVERSE 926479 SIGMA70 STRONG,0.73946047,0.49286455,1,0,1,0.73946047
ECK120009955 INFCP2 REVERSE 1800818 SIGMA70 STRONG,0.17464502,0.6669228,0,1,1,0.6669228
ECK125137821 INSHP3 REVERSE 3653268 SIGMA70 STRONG,0.99920976,0.99608046,1,1,1,0.99920976
ECK125134715 INTSP FORWARD 2466515 SIGMA70 STRONG,0.9810625,0.96437865,1,1,1,0.9810625
ECK125095431 IRADP1 FORWARD 4556576 SIGMA70 STRONG,0.9961189,0.98903394,1,1,1,0.9961189
ECK125134718 IRAMP2 REVERSE 1212123 SIGMA70 STRONG,0.56160355,0.8791662,1,1,1,0.8791662
ECK120030215 IRAPP1 FORWARD 401319 SIGMA70 STRONG,0.931,0.99710864,1,1,1,0.99710864
ECK120009911 ISCRP REVERSE 2662199 SIGMA70 STRONG,0.9085308,0.07436844,1,0,1,0.9085308
ECK120015164 ISTR-1P REVERSE 3853192 SIGMA70 STRONG,0.9988921,0.93957645,1,1,1,0.9988921
ECK120015163 ISTR-2P REVERSE 3853257 SIGMA70 STRONG,0.9537216,0.84046245,1,1,1,0.9537216
ECK120011002 KATGP FORWARD 4133812 SIGMA70 STRONG,0.9636189,0.90783876,1,1,1,0.9636189
ECK120010094 KBAZP FORWARD 3278866 SIGMA70 STRONG,0.54508704,0.110423855,1,0,1,0.54508704
ECK120010156 KBLP REVERSE 3792577 SIGMA70 STRONG,0.99879825,0.99652064,1,1,1,0.99879825
ECK120010129 KDPFP REVERSE 728849 SIGMA70 STRONG,0.9818063,0.99668175,1,1,1,0.99668175
ECK120030205 KDSCP1 FORWARD 3342226 SIGMA70 STRONG,0.86066586,0.21690772,1,0,1,0.86066586
ECK125135016 KDSCP2 FORWARD 3342010 SIGMA70 STRONG,0.7941634,0.84015584,1,1,1,0.84015584
ECK125135017 KDSCP3 FORWARD 3341719 SIGMA70 STRONG,0.99790084,0.99415416,1,1,1,0.99790084
ECK120010130 LACZP1 REVERSE 366343 SIGMA70 STRONG,0.9744741,0.934865,1,1,1,0.9744741
ECK125165942 LAPAP2 FORWARD 1340186 SIGMA70 STRONG,0.8303082,0.6801493,1,1,1,0.8303082
ECK120010237 LEULP REVERSE 83735 SIGMA70 STRONG,0.9962209,0.9963864,1,1,1,0.9963864
ECK120034384 LEUOP FORWARD 84188 SIGMA70 STRONG,0.9971898,0.913289,1,1,1,0.9971898
ECK120010131 LEXAP FORWARD 4257087 SIGMA70 STRONG,0.99990284,0.99897444,1,1,1,0.99990284
ECK120010241 LIVJP REVERSE 3599762 SIGMA70 STRONG,0.9644567,0.9867149,1,1,1,0.9867149
ECK120010242 LIVKP1 REVERSE 3597755 SIGMA70 STRONG,0.8245227,0.30230042,1,0,1,0.8245227
ECK120010666 LLDPP FORWARD 3777289 SIGMA70 STRONG,0.78938013,0.9827272,1,1,1,0.9827272
ECK120033254 LOIPP FORWARD 3081892 SIGMA70 STRONG,0.8798753,0.95492214,1,1,1,0.95492214
ECK125145768 LOLAP FORWARD 937328 SIGMA70 STRONG,0.91228586,0.8089023,1,1,1,0.91228586
ECK120010282 LPDAP FORWARD 127717 SIGMA70 STRONG,0.9987717,0.9226506,1,1,1,0.9987717
ECK120010239 LRPP FORWARD 932328 SIGMA70 STRONG,0.69579786,0.118372604,1,0,1,0.69579786
ECK120029295 LSPAP FORWARD 25014 SIGMA70 STRONG,0.23476684,0.61235255,0,1,1,0.61235255
ECK120010648 LYSCP1 REVERSE 4233539 SIGMA70 STRONG,0.7737505,0.70966005,1,1,1,0.7737505
ECK120010647 LYSCP2 REVERSE 4233616 SIGMA70 STRONG,0.09635902,0.5018687,0,1,1,0.5018687
ECK125203418 LYSOP REVERSE 914895 SIGMA70 STRONG,0.9798472,0.88095456,1,1,1,0.9798472
ECK120010688 LYSPP REVERSE 2248560 SIGMA70 STRONG,0.99382836,0.93059474,1,1,1,0.99382836
ECK120010265 LYSUP1 REVERSE 4354805 SIGMA70 STRONG,0.9947067,0.98702896,1,1,1,0.9947067
ECK120010132 MALEP REVERSE 4246464 SIGMA70 STRONG,0.93506056,0.63598394,1,1,1,0.93506056
ECK120011041 MALIP REVERSE 1699228 SIGMA70 STRONG,0.89860356,0.9457881,1,1,1,0.9457881
ECK120010134 MALPP REVERSE 3552510 SIGMA70 STRONG,0.565326,0.0679174,1,0,1,0.565326
ECK120011030 MALTP FORWARD 3553024 SIGMA70 STRONG,0.9494708,0.6302821,1,1,1,0.9494708
